FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f95,2394,1831,400,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01802,Camps kisimba,2015-07-19,1,,POINT (27.7669583333 -3.7726683333),27.76695833,-3.77266833,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Canada,7,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Permanent,1,,,0,1,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f94,2395,1832,793,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01811,Grace a Dieu/Bethléhem,2015-07-19,1,,POINT (26.5917533333 1.8545266667),26.59175333,1.85452667,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwayabo,76,,,0,1,Or,Bafwazio,"Kisangani, Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Environnement,Collectivité secteur,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f93,2396,1833,414,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01821,Kanana,2015-07-19,1,,POINT (26.5747783333 1.8517966667),26.57477833,1.85179667,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazio,82,,,0,1,Or,Bafwazio,"Butembo, Kisangani",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f92,2397,1834,445,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01861,Wamyuba,2015-07-19,1,,POINT (27.133 -3.527),27.133,-3.527,Approximation,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Kipombo,70,,,0,1,Or,,Bukavu,,,,,,,0,1,1,Raïa Mutomboki,Groupe armé local,Permanent,1,,,0,1,1,1,1,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,,1,"Creuser à ciel ouvert, Transporter, Laver, Vendre"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f91,2398,1835,95,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00837,Lijiwe,2015-07-20,1,,POINT (28.78555 -2.06623),28.78555,-2.06623,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Nyawaronga,27,,,1,0,Cassitérite,Lijiwe,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanent,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f90,2399,1836,100,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00846,Central,2015-07-20,1,,POINT (28.8924216667 -1.764815),28.89242167,-1.764815,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,150,,,1,0,Tourmaline,Numbi,Goma,Cassitérite,Numbi,Goma,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f8f,2400,1837,104,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00850,Mungwe,2015-07-20,1,,POINT (28.90197 -1.76775),28.90197,-1.76775,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,12,,,1,0,Coltan,Numbi,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,Division des mines,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f8e,2401,1838,803,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01812,Grace a Dieu/Marceline,2015-07-20,1,,POINT (26.6566766667 1.8058016667),26.65667667,1.80580167,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazio,117,,,0,1,Or,Bafwazio,"Kisangani, Butembo",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité secteur,Environnement,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f8d,2402,1839,435,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01848,Nyakwagiagia,2015-07-20,1,,POINT (27.20376 -3.7454533333),27.20376,-3.74545333,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Mulungu,6,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f8c,2403,1840,804,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01851,Paradis,2015-07-20,1,,POINT (26.641445 1.811795),26.641445,1.811795,GPS,Tshopo,orientale,Bafwasende,Bafwandaka,Betingembi,Bafwazio,97,,,0,1,Or,Bafwazio,"Butembo, Kisangani",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,1,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Collectivité secteur,Environnement,,,,0,,1,"Vendre, Tâches ménagères et prostitution"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f8b,2404,1841,444,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01860,Vatican,2015-07-20,1,,POINT (27.61033 -3.5461333333),27.61033,-3.54613333,Approximation,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kukungu,10,,,1,0,Cassitérite,,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f8a,2405,1842,112,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00865,Tchea,2015-07-22,1,,POINT (28.83879 -1.85306),28.83879,-1.85306,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Nyarugusha, Gali",20,,,0,1,Or,"Shanje, Numbi",Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f89,2406,1843,117,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00876,Madugudu,2015-07-22,1,,POINT (28.8350466667 -1.9285583333),28.83504667,-1.92855833,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Fwangere, Lusisa",20,,,0,1,Or,"Shanje, Numbi",Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f88,2407,1844,426,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01837,Misumari II,2015-07-22,1,,POINT (28.900823 -1.780063),28.900823,-1.780063,Approximation,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,16,,,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f87,2408,1845,433,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01845,Njili,2015-07-22,1,,POINT (27.7741033333 -3.784845),27.77410333,-3.784845,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Jerusalem,30,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Permanent,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f86,2409,1846,109,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00860,Kisima 1,2015-07-23,1,,POINT (28.85332 -1.86435),28.85332,-1.86435,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Shanje,30,,,0,1,Or,"Shanje, Numbi",Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f85,2410,1847,123,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00882,Kanyanja,2015-07-23,1,,POINT (28.86162 -1.97915),28.86162,-1.97915,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,Bushushu,25,,,0,1,Or,Nyamukubi,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f84,2411,1848,139,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00918,Nkwiro,2015-07-23,1,,POINT (28.9297 -1.9803),28.9297,-1.9803,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Sud,Bushushu,60,,,1,0,Cassitérite,Nyabibwe,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,1,Laver
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f83,2412,1849,411,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01818,Kamambalu,2015-07-23,1,,POINT (27.7629866667 -3.7727916667),27.76298667,-3.77279167,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Canada,37,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanent,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f82,2413,1850,418,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01827,Fungamwaka I,2015-07-23,1,,POINT (28.888463 -1.77205),28.888463,-1.77205,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,500,,,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,1,,1,Vendre
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f81,2414,1851,425,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01836,Miabi kunda,2015-07-23,1,,POINT (27.717515 -3.8515216667),27.717515,-3.85152167,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Miabi,5,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f80,2415,1852,428,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01839,Mukamba,2015-07-23,1,,POINT (27.17288 -3.7034),27.17288,-3.7034,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Mpombo,120,,,0,1,Or,,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f7f,2416,1853,534,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01961,Magombu,2015-07-23,1,,POINT (28.989501 -0.026343),28.989501,-0.026343,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Vukendo,89,,,0,1,Or,Vukendo,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f7e,2417,1854,25,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00274,Lumba,2015-07-24,1,,POINT (28.882336 -0.069612),28.882336,-0.069612,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Lwate,68,,,0,1,Or,"Vuyinga, Kasugho, Vukendo",Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,,,0,0,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,1,Laver
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f7d,2418,1855,26,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00275,Lumou,2015-07-24,1,,POINT (28.8588442863 -0.0676598724),28.85884429,-0.06765987,GPS (Approximation),Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Yama,89,,,0,1,Or,"Kasugho, Vuyinga",Butembo,,,,,,,0,1,1,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,Maï-Maï UPCP,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,1,Laver
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f7c,2419,1856,58,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00673,Mosko,2015-07-24,1,,POINT (27.63876 -2.58162),27.63876,-2.58162,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Sud,Byangama,6,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanent,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f7b,2420,1857,401,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00846,Central,2015-07-24,1,,POINT (28.8924216667 -1.764815),28.89242167,-1.764815,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,150,,,1,0,Cassitérite,Numbi,Bukavu,Tourmaline,Numbi,Goma,,,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f7a,2421,1858,115,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00873,Kadongi,2015-07-24,1,,POINT (28.858991 -1.886813),28.858991,-1.886813,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,"Nyalusa, Gali",11,,,0,1,Or,"Shanje, Numbi",Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f79,2422,1859,138,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00917,Kalimbi (Nyabibwe),2015-07-24,1,,POINT (28.935228 -1.943128),28.935228,-1.943128,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Mbinga Nord,Nyabibwe,50,,,1,0,Cassitérite,Nyabibwe,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f78,2423,1860,421,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01830,Latuzo,2015-07-24,1,,POINT (27.9262001 -3.447475),27.9262001,-3.447475,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama kasanza,Kiziba,4,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f77,2424,1861,438,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01852,Paris,2015-07-24,1,,POINT (27.559 -3.51),27.559,-3.51,Approximation,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Tabuta2,50,,,1,0,Cassitérite,,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f76,2425,1862,496,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01916,Kamunyonge,2015-07-24,1,,POINT (28.939894 -0.079187),28.939894,-0.079187,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Vukendo,93,,,0,1,Or,Vukendo,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,1,"Transporter, Laver"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f75,2426,1863,518,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01941,Libeta,2015-07-24,1,,POINT (28.923493 -0.078115),28.923493,-0.078115,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Libeta,78,,,0,1,Or,Vukendo,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f74,2427,1864,521,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01944,Lubanda,2015-07-24,1,,POINT (28.97047 -0.055071),28.97047,-0.055071,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Vukendo,56,,,0,1,Or,Vukendo,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f73,2428,1865,529,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01956,Maakuha,2015-07-24,1,,POINT (28.911789 -0.071202),28.911789,-0.071202,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Maakuha,62,,,0,1,Or,Vukendo,Butembo,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,,,0,0,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,1,Laver
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f72,2429,1866,409,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01815,Kabusangala,2015-07-25,1,,POINT (27.7470583333 -3.7937533333),27.74705833,-3.79375333,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Mutasa,5,,,0,1,Or,,Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois tous les 15 jours,1,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f71,2430,1867,558,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01987,Mukuyu,2015-07-25,1,,POINT (28.8322133333 -0.083065),28.83221333,-0.083065,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Mambungu,106,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Une fois tous les 15 jours,1,,,0,1,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f70,2431,1868,27,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00282,Kanana,2015-07-26,1,,POINT (28.7924062153 -0.0986305956),28.79240622,-0.0986306,GPS (Approximation),Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Makokwando/Kanaana,80,,,0,1,Or,"Kasugho, Vuyinga",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Une fois tous les 15 jours,1,,,0,1,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f6f,2432,1869,28,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00283,Gomora,2015-07-26,1,,POINT (28.761176 -0.050545),28.761176,-0.050545,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Gomora,136,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Une fois tous les 15 jours,1,,,0,1,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f6e,2433,1870,455,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01871,Baitolia,2015-07-26,1,,POINT (28.7659333333 -0.0677516667),28.76593333,-0.06775167,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Kanana,108,,,0,1,Or,"Kasugho, Vuyinga",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Permanent,1,,,0,1,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f6d,2434,1871,500,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01921,Karuruma,2015-07-26,1,,POINT (28.74197 -0.04727),28.74197,-0.04727,GPS,Nord-Kivu,Nord-Kivu,Lubero,Bapere,Bapukara,Malulu,188,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Une fois tous les 15 jours,1,,,0,1,0,0,0,NDC,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f6c,2435,1872,502,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01923,Kasanga,2015-07-26,1,,POINT (28.7717716667 -0.0877266667),28.77177167,-0.08772667,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Kanana,85,,,0,1,Or,"Kasugho, Vuyinga",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Une fois tous les 15 jours,1,,,0,1,0,0,0,Maï-Maï UPCP,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f6b,2436,1873,540,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01967,Mambungu,2015-07-26,1,,POINT (28.8083683333 -0.086575),28.80836833,-0.086575,GPS,Nord-Kivu,Nord-Kivu,Lubero,Batangi,Musindi,Mambungu,114,,,0,1,Or,"Vuyinga, Kasugho",Butembo,,,,,,,0,1,1,FDLR,Groupe armé étranger,Une fois tous les 15 jours,1,,,0,0,0,0,0,Maï-Maï UPCP,Groupe armé local,Irrégulière,0,,,0,0,0,0,1,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f6a,2437,1874,65,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00711,Koweit,2015-07-27,1,,POINT (27.15924 -3.66324),27.15924,-3.66324,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Nkulu,Lusenge,5,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par mois,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f69,2438,1875,118,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine00877,Kironge,2015-07-27,1,,POINT (28.8212516667 -1.95741),28.82125167,-1.95741,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Ziralo,Lusisa,15,,,0,1,Or,Nyabibwe,Bukavu,,,,,,,0,0,0,,0,,,,,,,,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-f68,2439,1876,410,IPIS - Ministère des Mines,IPIS - IOM PROMINES 2015,codmine01817,Kamakungu,2015-07-27,1,,POINT (27.766056 -3.77626),27.766056,-3.77626,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Wakabango,Ikama-Kasanza,Kabilongo,27,,,0,1,Or,,Bukavu,,,,,,,0,1,0,FARDC,FARDC - Pas d’ingérence constatée,Permanent,0,,,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,,,,0,,1,Vendre
