FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-654,4763,135,135,Third-party,PAX,codmine03591,Nzete Ya Mbila,2020-07-01,1,Third-party information,POINT (29.5742 2.9258),29.5742,2.9258,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-653,4764,136,136,Third-party,PAX,codmine03592,Dubele,2020-07-01,1,Third-party information,POINT (29.5396333333 2.91015),29.53963333,2.91015,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-652,4765,137,137,Third-party,PAX,codmine03593,Beverendi,2020-07-01,1,Third-party information,POINT (29.52335 2.88315),29.52335,2.88315,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-651,4766,138,138,Third-party,PAX,codmine03594,Loku,2020-07-01,1,Third-party information,POINT (29.5609 2.9049666667),29.5609,2.90496667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-650,4767,139,139,Third-party,PAX,codmine03595,Carrière de la Paix,2020-07-01,1,Third-party information,POINT (29.5504166667 2.9246833333),29.55041667,2.92468333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-64f,4768,140,140,Third-party,PAX,codmine03596,Onze,2020-07-01,1,Third-party information,POINT (29.51835 2.8829666667),29.51835,2.88296667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-64e,4769,141,141,Third-party,PAX,codmine03597,Ngiriso,2020-07-01,1,Third-party information,POINT (29.4581 2.89025),29.4581,2.89025,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-64d,4770,142,142,Third-party,PAX,codmine03598,Ngangazo,2020-07-01,1,Third-party information,POINT (29.4128 2.90715),29.4128,2.90715,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-64c,4771,143,143,Third-party,PAX,codmine03599,Mbulambula Toreu,2020-07-01,1,Third-party information,POINT (29.3954166667 2.91275),29.39541667,2.91275,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-64b,4772,144,144,Third-party,PAX,codmine03600,Mbulambula III,2020-07-01,1,Third-party information,POINT (29.3781 2.9064166667),29.3781,2.90641667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-64a,4773,145,145,Third-party,PAX,codmine03601,Mbulambula II,2020-07-01,1,Third-party information,POINT (29.3761 2.8948166667),29.3761,2.89481667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-649,4774,146,146,Third-party,PAX,codmine03602,Kambele,2020-07-01,1,Third-party information,POINT (29.3872166667 2.8796666667),29.38721667,2.87966667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-648,4775,147,147,Third-party,PAX,codmine03603,Ndiyo,2020-07-01,1,Third-party information,POINT (29.39905 2.8902333333),29.39905,2.89023333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-647,4776,148,148,Third-party,PAX,codmine03604,Kutukutu,2020-07-01,1,Third-party information,POINT (29.4351333333 2.8434),29.43513333,2.8434,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-646,4777,149,149,Third-party,PAX,codmine03605,Kadungu,2020-07-01,1,Third-party information,POINT (29.42365 2.8352833333),29.42365,2.83528333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-645,4778,150,150,Third-party,PAX,codmine03606,Sesemako,2020-07-01,1,Third-party information,POINT (29.55975 2.92325),29.55975,2.92325,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-644,4779,151,151,Third-party,PAX,codmine03607,Menze,2020-07-01,1,Third-party information,POINT (29.3813166667 2.9341333333),29.38131667,2.93413333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-643,4780,152,152,Third-party,PAX,codmine03608,Andra,2020-07-01,1,Third-party information,POINT (29.3725833333 2.9369333333),29.37258333,2.93693333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-642,4781,153,153,Third-party,PAX,codmine03609,Toli,2020-07-01,1,Third-party information,POINT (29.3177833333 2.9624),29.31778333,2.9624,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-641,4782,154,154,Third-party,PAX,codmine03610,Wanga,2020-07-01,1,Third-party information,POINT (29.2236333333 2.9530833333),29.22363333,2.95308333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-640,4783,155,155,Third-party,PAX,codmine03611,Giro,2020-07-01,1,Third-party information,POINT (29.23975 3.1061333333),29.23975,3.10613333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-63f,4784,156,156,Third-party,PAX,codmine03612,Final,2020-07-01,1,Third-party information,POINT (29.24555 3.1173333333),29.24555,3.11733333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-63e,4785,157,157,Third-party,PAX,codmine03613,Canaan,2020-07-01,1,Third-party information,POINT (29.2342666667 3.1445),29.23426667,3.1445,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-63d,4786,158,158,Third-party,PAX,codmine03614,Malembe,2020-07-01,1,Third-party information,POINT (29.2076166667 3.1979166667),29.20761667,3.19791667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-63c,4787,159,159,Third-party,PAX,codmine03615,Gese,2020-07-01,1,Third-party information,POINT (29.1881833333 3.2099),29.18818333,3.2099,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-63b,4788,160,160,Third-party,PAX,codmine03616,12 Match,2020-07-01,1,Third-party information,POINT (29.1681666667 3.2614833333),29.16816667,3.26148333,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-63a,4789,161,161,Third-party,PAX,codmine03617,Tora,2020-07-01,1,Third-party information,POINT (29.1763666667 3.34145),29.17636667,3.34145,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-639,4790,162,162,Third-party,PAX,codmine03618,Beyi,2020-07-01,1,Third-party information,POINT (29.2513 3.3090166667),29.2513,3.30901667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-638,4791,163,163,Third-party,PAX,codmine03619,Rambi Port,2020-07-01,1,Third-party information,POINT (29.2831833333 3.3387666667),29.28318333,3.33876667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-637,4792,164,164,Third-party,PAX,codmine03620,Subani,2020-07-01,1,Third-party information,POINT (29.2847333333 3.35685),29.28473333,3.35685,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-636,4793,165,165,Third-party,PAX,codmine03621,Ngelingeli,2020-07-01,1,Third-party information,POINT (29.30695 3.3735),29.30695,3.3735,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-635,4794,166,166,Third-party,PAX,codmine03622,Officier,2020-07-01,1,Third-party information,POINT (29.3273166667 3.3691166667),29.32731667,3.36911667,Approximation,Haut-Uele,orientale,Watsa,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-634,4795,167,167,Third-party,PAX,codmine03623,Libhombi,2020-07-01,1,Third-party information,POINT (29.0931166667 3.3995),29.09311667,3.3995,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-633,4796,168,168,Third-party,PAX,codmine03624,Ariwara Moke,2020-07-01,1,Third-party information,POINT (29.0332166667 3.41825),29.03321667,3.41825,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-632,4797,169,169,Third-party,PAX,codmine03625,Ndanda,2020-07-01,1,Third-party information,POINT (28.9948666667 3.4523333333),28.99486667,3.45233333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-631,4798,170,170,Third-party,PAX,codmine03626,Bangalaku,2020-07-01,1,Third-party information,POINT (28.98115 3.4805666667),28.98115,3.48056667,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-630,4799,171,171,Third-party,PAX,codmine03627,Azimugu,2020-07-01,1,Third-party information,POINT (29.32295 3.3893666667),29.32295,3.38936667,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-62f,4800,172,172,Third-party,PAX,codmine03628,Camp Bach,2020-07-01,1,Third-party information,POINT (29.3287166667 3.4002),29.32871667,3.4002,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-62e,4801,173,173,Third-party,PAX,codmine03629,Canon,2020-07-01,1,Third-party information,POINT (29.3410333333 3.4110333333),29.34103333,3.41103333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-62d,4802,174,174,Third-party,PAX,codmine03630,Wazina,2020-07-01,1,Third-party information,POINT (29.3453333333 3.4158333333),29.34533333,3.41583333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-62c,4803,175,175,Third-party,PAX,codmine03631,Kakaraka,2020-07-01,1,Third-party information,POINT (29.3386 3.4207833333),29.3386,3.42078333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-62b,4804,176,176,Third-party,PAX,codmine03632,Nanzi,2020-07-01,1,Third-party information,POINT (29.3504166667 3.4286333333),29.35041667,3.42863333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-62a,4805,177,177,Third-party,PAX,codmine03633,Pumuzika,2020-07-01,1,Third-party information,POINT (29.3623333333 3.4519166667),29.36233333,3.45191667,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-629,4806,178,178,Third-party,PAX,codmine03634,Sambia,2020-07-01,1,Third-party information,POINT (29.3833666667 3.4669833333),29.38336667,3.46698333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-628,4807,179,179,Third-party,PAX,codmine03635,orinzinva,2020-07-01,1,Third-party information,POINT (29.33725 3.3933833333),29.33725,3.39338333,Approximation,Haut-Uele,orientale,Dungu,,,,,,,0,1,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-627,4808,3518,2,IPIS,IPIS - Madini,codmine01700,Kakenge,2020-07-16,1,,POINT (28.90667 -1.782778),28.90667,-1.782778,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,44,less2h,less2h,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,Police Nationale Congolaise (sauf PMH),PNC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,,,,iTSCI,,0,,1,Lavage
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-626,4809,3519,3,IPIS,IPIS - Madini,codmine00846,Central,2020-07-17,1,,POINT (28.8924216667 -1.764815),28.89242167,-1.764815,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,16,less2h,less2h,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,Police Nationale Congolaise (sauf PMH),PNC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,,,,iTSCI,,1,Traiter les déchets,1,Lavage
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-625,4810,3520,56,IPIS,IPIS - Madini,codmine00785,Nyangoma Wananzo,2020-07-18,1,,POINT (27.866517 -2.754879),27.866517,-2.754879,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Kitalaga,437,more2h,more2h,0,1,Or,"Mulungu, et dans le village même ( kitalanga)",Bukavu,,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Quotidien,1,0,0,0,0,1,0,0,Raïa Mutomboki,Groupe armé local,Aléatoire,0,0,0,0,0,0,0,1,SAESSCAM,Division des mines,Anti-fraude,DPMER,,,,0,,1,"Creuser, Lavage, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-624,4811,3521,4,IPIS,IPIS - Madini,codmine01827,Fungamwaka I,2020-07-18,1,,POINT (28.888463 -1.77205),28.888463,-1.77205,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,28,less2h,less2h,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,Police Nationale Congolaise (sauf PMH),PNC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,,,,iTSCI,,0,,1,"Lavage, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-623,4812,3522,23,IPIS,IPIS - Madini,codmine03642,Angote,2020-07-18,1,,POINT (28.874810000000004 -4.1547350000000005),28.87481,-4.154735,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,,Mukera,60,less2h,less2h,0,1,Or,Centre de négoce Mukera,"Baraka, Bukavu",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,0,0,0,0,1,0,0,0,Maï-Maï Maï-maï Yakutumba,Groupe armé local,Quotidien,0,0,0,0,0,1,0,0,SAESSCAM,Division des mines,Anti-fraude,DGI,,,,1,"Creuser, Traiter les déchets",0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-622,4813,3523,5,IPIS,IPIS - Madini,codmine00845,Chez Madame,2020-07-19,1,,POINT (28.880451 -1.781625),28.880451,-1.781625,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Numbi,4,less2h,less2h,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,Police Nationale Congolaise (sauf PMH),PNC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,,,,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-621,4814,3524,1,IPIS,IPIS - Madini,codmine02880,Muta Sud,2020-07-19,1,,POINT (27.98106 -2.690735),27.98106,-2.690735,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba sud,Moto,110,carmoto,carmoto,0,1,Or,Kigulube,Bukavu,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,0,0,0,0,1,0,0,,0,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,Anti-fraude,Chefferie,,,,0,,1,"Concassage, Lavage, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-620,4815,3525,78,IPIS,IPIS - Madini,codmine02881,Kilela bana,2020-07-19,1,,POINT (27.979005 -2.6889933333),27.979005,-2.68899333,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba sud,Moto,207,carmoto,carmoto,0,1,Or,Kigulube,Bukavu,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Quotidien,1,0,0,0,0,1,0,0,Police Nationale Congolaise (sauf PMH),PNC - Éléments indisciplinés,Quotidien,0,0,0,0,0,1,0,0,SAESSCAM,Division des mines,,,,,,1,"Creuser, Concassage, Lavage, Traiter les déchets",1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-61f,4816,3526,24,IPIS,IPIS - Madini,codmine03175,Kwa Colonel,2020-07-19,1,,POINT (28.8838633 -4.1689258),28.8838633,-4.1689258,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,Basimukuma Sud,Chez Cantonier,72,less2h,less2h,0,1,Or,Mukera,"Misisi, Baraka, Uvira, Bukavu",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,0,0,0,0,1,0,0,0,Maï-Maï Maï-maï Yakutumba,Groupe armé local,Quotidien,0,0,0,0,0,1,0,0,SAESSCAM,Division des mines,Anti-fraude,DGI,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-61e,4817,3527,25,IPIS,IPIS - Madini,codmine03643,Mukera/Mwamba,2020-07-20,1,,POINT (28.892279999999996 -4.1691883333333335),28.89228,-4.16918833,GPS,Sud-Kivu,Sud-Kivu,Fizi,Mutambala,,Mukera,68,carmoto,carmoto,0,1,Or,Centre de négoce de Mukera,"Misisi, Baraka, Uvira, Bukavu",,,,,,,0,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par mois,0,0,0,0,1,0,0,0,Maï-Maï Maï-Maï Yakutumba,Groupe armé local,Quotidien,0,0,0,0,0,1,0,0,SAESSCAM,Division des mines,Anti-fraude,DGI,,,,1,"Creuser, Lavage, D'autres font la cuisine pour les Creuseurs",0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-61d,4818,3528,57,IPIS,IPIS - Madini,codmine00805,Waninki,2020-07-21,1,,POINT (27.88994 -2.842876),27.88994,-2.842876,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Kamulila,100,less2h,less2h,0,1,Or,"Dans le village KAMULILA, Mulungu, Tchamombe",Bukavu,,,,,,,1,1,1,FARDC,FARDC - Éléments indisciplinés,Une fois par semaine,1,1,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Chefferie,CNPRI,,,,0,,1,Transporter les sables pour laverie vers la rivière waninki à 100m de site minier.
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-61c,4819,3529,64,IPIS,IPIS - Madini,codmine00808,Kabereke,2020-07-21,1,,POINT (27.883792 -2.840015),27.883792,-2.840015,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Kamulila,60,less2h,less2h,0,1,Or,Mulungu,Bukavu,,,,,,,1,1,0,FARDC,FARDC - Pas d’ingérence constatée,Une fois par semaine,0,0,0,0,0,0,0,0,,0,,,,,,,,,,Division des mines,SAESSCAM,Chefferie,Anti-fraude,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17c662a0ff2_-61b,4820,3530,22,IPIS,IPIS - Madini,codmine01335,Filon II,2020-07-21,1,,POINT (28.892135 -1.7784283333),28.892135,-1.77842833,GPS,Sud-Kivu,Sud-Kivu,Kalehe,Buhavu,Buzi,Lowa/Numbi,36,less2h,less2h,1,0,Cassitérite,Numbi,Bukavu,,,,,,,,1,0,FARDC,FARDC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,Police Nationale Congolaise (sauf PMH),PNC - Pas d’ingérence constatée,Aléatoire,0,0,0,0,0,0,0,0,SAESSCAM,Division des mines,,,,iTSCI,,1,L'une garde son petit frère pendant que sa mère  lave les minerais,1,"Lavage, Traiter les déchets"
